ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard
4375,39,15,62,93955,3,2.33,1,131,0,0,1,1,1
4376,34,10,51,90032,3,2,1,130,0,0,0,0,0
4377,40,15,71,93950,3,3,1,272,0,0,0,1,0
4378,33,8,145,92507,1,2.7,3,0,1,0,0,1,0
4379,38,12,45,91768,4,1.2,2,138,0,0,0,1,0
4380,42,17,53,93023,4,1.9,3,0,0,0,0,1,0
4381,37,13,64,94105,1,1.5,3,0,0,0,0,1,0
4382,33,8,39,94542,4,0.8,1,0,0,0,0,1,0
4383,60,34,38,92182,3,2.2,3,0,0,1,0,0,0
4384,28,4,85,94709,3,2.5,1,0,0,0,0,1,0
4385,45,20,61,92717,3,2.7,2,0,0,0,0,0,1
4386,56,32,23,94610,1,1.2,3,127,0,0,0,1,1
4387,53,27,122,94305,1,2.4,1,330,0,0,0,0,0
4388,37,12,72,91380,4,0.7,3,0,0,0,0,0,0
4389,47,21,123,90840,1,7.3,1,0,0,0,0,0,0
4390,58,32,40,90057,1,1.6,1,0,0,1,1,1,1
4391,52,26,62,95134,4,2.8,2,0,0,0,0,1,0
4392,46,22,113,94105,2,3.3,1,0,0,0,0,0,1
4393,52,27,81,92634,4,3.8,2,0,0,0,0,0,0
4394,24,0,59,95521,4,1.6,1,0,0,0,0,0,0
4395,57,31,25,94523,2,0.7,2,103,0,0,0,0,0
4396,66,41,25,94720,4,0.6,2,0,0,0,0,1,1
4397,30,5,14,95014,4,0.5,3,0,0,0,0,1,0
4398,48,23,19,90058,1,0.1,1,0,0,0,0,1,0
4399,63,37,61,91942,1,2.5,3,0,0,0,0,0,0
4400,48,23,21,94904,1,0.1,1,0,0,0,0,0,0
4401,34,10,44,94143,1,1.33,1,0,0,0,0,1,0
4402,60,35,42,91902,3,1.5,1,0,0,0,0,0,1
4403,55,25,52,90095,1,1.4,3,207,0,1,0,0,0
4404,50,24,112,92064,1,0,1,0,0,0,0,0,0
4405,29,5,34,94301,1,0.4,3,0,0,0,0,0,0
4406,61,35,83,91320,2,1.7,3,245,0,0,0,1,0
4407,50,25,24,95133,4,0.4,2,137,0,0,0,1,0
4408,37,13,71,90755,2,1.7,2,0,0,0,0,1,1
4409,64,40,181,93403,2,2.3,2,0,1,0,1,1,1
4410,43,19,75,91765,4,0.2,3,102,0,0,0,1,0
4411,39,14,153,91614,2,3,1,0,0,0,0,0,0
4412,23,-2,75,90291,2,1.8,2,0,0,0,0,1,1
4413,34,10,19,91711,4,0.4,2,0,0,0,0,0,0
4414,29,2,31,91775,4,1.5,2,0,0,0,0,0,1
4415,33,8,178,94720,3,8.5,1,0,1,1,1,1,0
4416,60,35,65,90245,2,1.5,1,220,0,0,0,0,1
4417,49,25,8,94720,1,0.3,1,97,0,0,0,0,0
4418,54,28,92,92374,2,1.1,1,0,0,0,0,1,0
4419,59,34,145,95125,4,1.8,1,198,1,0,0,1,0
4420,42,17,85,93065,1,3.7,3,272,0,0,0,0,0
4421,62,38,149,92130,1,4.7,1,0,0,0,0,1,0
4422,63,38,9,94707,4,0.6,2,100,0,0,0,1,1
4423,57,31,164,94607,2,3.8,3,422,1,0,1,1,1
4424,61,36,40,95816,3,0.5,2,100,0,1,0,0,0
4425,35,10,54,93943,1,2.5,3,0,0,0,0,0,1
4426,26,0,164,95973,2,4,3,301,1,0,0,1,0
4427,33,8,140,95814,1,4.6,1,0,0,0,0,1,0
4428,31,7,18,91711,1,0.4,3,0,0,0,0,0,0
4429,51,27,12,95818,4,1,1,0,0,1,0,1,0
4430,55,29,140,94720,2,2.7,1,0,0,0,0,1,0
4431,38,12,24,94588,2,0.8,3,0,0,0,0,1,1
4432,38,12,60,92806,2,1.8,1,0,0,0,0,1,0
4433,53,27,50,92660,2,0.8,3,0,0,0,0,1,0
4434,62,38,44,92612,1,1.9,2,0,0,0,0,0,1
4435,35,9,51,94596,4,2.2,2,110,0,0,0,1,0
4436,46,21,34,90840,2,1.3,1,116,0,0,0,0,0
4437,60,35,33,90095,2,0.5,2,0,0,0,0,1,0
4438,63,38,63,92507,2,1.5,1,0,0,0,0,1,0
4439,43,18,22,90025,2,0,3,0,0,0,0,0,0
4440,33,7,104,94542,2,3.6,3,0,1,0,0,0,1
4441,43,19,75,90041,3,0.3,3,0,0,0,0,0,0
4442,62,36,75,92709,2,1.7,3,0,0,0,0,0,0
4443,48,23,62,91367,4,3.6,3,83,0,0,0,0,1
4444,38,14,48,90034,1,1.8,1,169,0,0,0,0,0
4445,36,10,73,95035,2,2.8,1,0,0,0,0,1,1
4446,49,25,135,90064,2,1.4,1,82,0,0,0,1,1
4447,61,35,61,92177,3,2.2,3,117,0,0,0,1,1
4448,49,22,78,95616,3,2,2,0,0,0,0,1,0
4449,59,34,40,94102,3,0.9,3,0,0,0,0,1,0
4450,30,6,44,95211,1,0.2,3,0,0,0,0,0,1
4451,44,20,45,94111,2,2.5,1,0,0,0,0,1,0
4452,67,41,18,92130,2,0.4,1,0,0,0,0,1,0
4453,59,35,53,90035,4,2.3,3,174,0,0,0,1,0
4454,37,11,11,94112,3,0.1,2,0,0,0,0,0,0
4455,50,24,38,94143,3,0.6,2,0,0,0,0,1,0
4456,56,31,28,94040,1,1.5,2,0,0,1,1,1,1
4457,29,3,35,94040,2,0.3,1,88,0,0,1,1,1
4458,55,29,81,92843,3,1.7,2,171,0,0,0,1,0
4459,48,22,90,94590,2,0.8,3,205,0,0,0,0,0
4460,32,8,115,90064,1,4,1,0,0,0,0,0,0
4461,47,22,78,92093,1,0.2,2,0,0,0,0,1,0
4462,46,21,30,94301,4,1.9,3,0,0,0,0,1,0
4463,33,7,39,95630,4,0.8,1,0,0,0,0,1,1
4464,39,13,69,94123,3,0.1,1,0,0,0,0,0,0
4465,60,35,29,93943,3,0.2,1,79,0,0,0,1,1
4466,39,15,54,94108,4,2.2,2,0,0,0,0,0,1
4467,34,10,60,90071,3,2.8,1,0,0,0,1,1,1
4468,55,30,99,91768,1,0.1,3,0,0,0,0,0,0
4469,67,42,51,94117,3,2.2,1,0,0,0,0,1,1
4470,40,14,53,94025,3,0.5,3,0,0,1,1,1,1
4471,44,20,111,91911,2,5.3,2,0,1,0,0,1,0
4472,56,30,79,94588,3,0.8,1,302,0,0,0,0,0
4473,50,25,90,95616,1,2.8,2,0,0,0,0,1,0
4474,31,5,18,92115,2,0.3,1,124,0,0,0,1,1
4475,66,41,73,95817,3,2.4,1,0,0,0,0,0,0
4476,43,18,59,95039,3,0.8,3,91,0,0,0,1,0
4477,58,32,40,95833,2,0.3,1,0,0,0,0,0,0
4478,33,9,41,92028,1,1.5,2,0,0,0,1,1,1
4479,33,9,53,91380,1,2.1,3,0,0,0,0,0,0
4480,32,8,128,93117,2,4.33,1,0,0,0,0,1,0
4481,55,30,145,92037,2,6,3,0,1,0,0,1,0
4482,25,-2,35,95045,4,1,3,0,0,0,0,1,0
4483,40,14,28,90404,2,0.8,3,0,0,0,0,0,0
4484,54,28,155,90095,1,1,1,256,0,0,0,1,1
4485,36,11,195,95747,2,3,1,0,0,0,0,1,1
4486,35,9,50,92182,4,2.2,2,0,0,0,0,0,0
4487,44,19,48,92735,3,0.8,3,0,0,0,0,0,1
4488,38,14,81,94583,1,3.6,2,0,0,0,0,1,1
4489,30,4,50,91030,1,1.5,1,0,0,0,0,0,0
4490,39,13,21,95518,3,0.2,2,0,0,0,0,1,0
4491,35,9,142,90250,2,0,1,0,0,1,0,1,0
4492,41,16,64,91604,4,0.4,1,0,0,0,0,1,0
4493,56,26,91,94939,1,3,3,0,0,0,0,1,1
4494,52,28,74,96064,1,2.6,2,0,0,0,0,1,1
4495,29,4,182,95354,1,3.7,3,0,1,0,0,1,0
4496,38,14,82,95616,4,2.67,1,0,0,0,0,0,0
4497,51,25,45,95616,4,2.6,1,0,0,0,0,0,0
4498,45,21,85,95136,2,3.2,1,0,0,1,0,1,0
4499,51,26,133,90291,1,0.6,1,328,0,0,0,0,0
4500,53,26,22,91304,1,0.5,2,0,0,0,0,1,1
4501,50,26,24,94305,4,0.5,2,0,0,0,0,0,1
4502,59,33,38,94132,3,2.2,3,178,0,1,1,1,1
4503,57,32,80,92647,2,0,3,0,0,0,0,0,0
4504,45,21,33,92374,3,0.5,1,108,0,0,0,1,0
4505,27,1,41,93023,4,1.8,3,147,0,0,0,0,0
4506,40,15,90,94063,4,1.1,2,0,0,1,0,1,0
4507,39,13,89,92037,1,2.8,3,153,0,0,0,1,1
4508,26,1,8,94550,2,0.9,3,0,0,0,0,0,1
4509,27,2,85,94117,1,1.9,1,0,0,0,0,1,1
4510,55,30,53,94550,3,1.7,1,0,0,0,0,1,0
4511,64,39,20,93109,3,0.1,3,0,0,0,0,0,0
4512,41,17,9,91911,1,1,1,0,0,0,0,1,1
4513,46,22,25,95747,4,0.6,1,0,0,0,0,1,1
4514,43,19,114,92325,1,1.7,1,0,0,0,0,1,0
4515,24,-3,41,91768,4,1,3,0,0,0,0,1,0
4516,29,3,49,94305,4,2.1,3,0,0,0,0,0,0
4517,58,32,12,95929,4,0.7,3,0,0,0,0,1,0
4518,45,18,50,91902,3,2.5,2,0,0,0,0,1,0
4519,53,28,30,94609,4,0.2,2,0,0,0,0,1,0
4520,45,21,32,92399,4,0.6,1,77,0,0,0,0,1
4521,32,7,41,94706,4,2,2,0,0,0,0,0,0
4522,56,31,25,95123,3,0.1,2,0,0,0,0,0,0
4523,31,5,29,90630,1,0.3,1,0,0,0,0,0,0
4524,29,4,50,94040,4,1.7,2,0,0,0,0,1,0
4525,48,24,79,94542,3,0.7,1,0,0,0,0,1,1
4526,36,11,110,94110,1,3.8,1,0,0,0,0,1,1
4527,36,9,40,92518,2,1.67,2,129,0,1,0,1,0
4528,41,16,18,90024,1,0.6,3,0,0,0,0,0,1
4529,48,23,48,94086,1,0.3,1,0,0,0,0,0,0
4530,27,0,40,92103,4,1,3,0,0,0,0,0,0
4531,33,9,19,95370,2,1,2,92,0,0,0,1,0
4532,31,7,35,94025,1,1.33,1,131,0,0,0,0,1
4533,48,22,133,90073,2,3.1,2,0,1,0,0,1,0
4534,59,34,19,95762,2,0.5,2,0,0,0,0,1,0
4535,41,17,83,94025,4,2.67,1,0,0,0,0,1,0
4536,42,18,39,96091,3,2.1,3,0,0,0,0,0,0
4537,62,37,38,92354,3,0.5,2,0,0,0,0,0,0
4538,62,36,63,95929,1,2.5,3,0,0,0,0,1,1
4539,51,24,85,94305,3,2,2,0,0,0,0,0,0
4540,48,24,14,94305,4,1,1,0,0,0,0,1,0
4541,56,32,64,90210,4,1.5,1,0,0,0,0,1,0
4542,62,38,124,95023,1,3.8,1,405,0,0,0,1,0
4543,53,29,20,94131,1,0.2,1,0,0,1,1,1,1
4544,62,38,33,95134,3,0.1,3,0,0,0,0,1,0
4545,28,4,80,95819,3,2.5,1,0,0,0,0,1,0
4546,61,35,35,90025,2,0.2,3,0,0,0,0,1,0
4547,48,24,74,91109,3,0.7,1,0,0,1,0,1,0
4548,50,25,32,94304,2,0.7,2,0,0,0,0,1,0
4549,58,33,73,93109,4,0.7,1,241,0,0,0,0,0
4550,53,29,41,94080,2,0.8,1,0,0,0,0,1,0
4551,65,40,18,95621,1,1.5,2,0,0,0,0,1,0
4552,27,0,28,91330,4,1.5,2,0,0,0,0,1,0
4553,50,23,64,92037,1,2.67,2,0,0,0,0,0,0
4554,50,25,44,92093,2,0.7,2,192,0,0,0,1,0
4555,41,16,109,94801,3,1,1,0,0,1,0,1,0
4556,43,19,71,95054,3,0.3,3,179,0,0,0,0,0
4557,55,29,79,94608,2,1.1,1,0,0,1,0,1,0
4558,33,9,30,95054,2,1,2,0,0,0,0,1,0
4559,44,19,82,95521,2,0.4,1,0,0,0,0,1,1
4560,47,20,101,91950,3,2,2,270,0,0,0,1,0
4561,43,18,13,94709,2,0.1,2,0,0,0,1,1,1
4562,59,33,59,91365,3,1.4,3,0,0,0,0,0,0
4563,65,40,64,94928,2,1.5,1,0,0,0,0,0,1
4564,28,2,188,92350,2,4.5,1,0,0,1,0,1,0
4565,58,32,28,90095,2,0.3,1,148,0,0,0,0,0
4566,33,8,120,92614,2,4.2,3,76,1,0,0,0,1
4567,24,0,131,92831,1,5.4,1,0,0,0,0,1,0
4568,46,20,19,94105,3,0.5,2,97,0,1,0,1,0
4569,26,0,44,94305,4,1.3,3,0,0,1,0,0,0
4570,47,21,49,92152,3,2.2,2,0,0,1,0,0,0
4571,32,6,99,91902,2,4.5,3,249,0,0,0,1,0
4572,58,28,95,94304,1,3,3,0,0,0,0,0,0
4573,32,7,81,95112,4,1.8,3,0,0,0,0,1,0
4574,46,20,73,95616,2,0.8,3,264,0,0,1,1,1
4575,35,11,193,91765,2,6.5,1,0,0,0,0,0,1
4576,53,27,115,90095,2,0.5,3,0,1,0,0,0,0
4577,55,30,41,93003,2,0.6,3,0,0,0,0,1,1
4578,63,37,80,90401,2,1.7,3,0,0,0,0,1,1
4579,45,20,90,94143,4,1.1,2,0,0,0,0,1,1
4580,58,32,41,94305,1,0.2,1,81,0,0,0,1,0
4581,50,24,102,91103,2,6.3,1,0,0,0,0,1,0
4582,37,13,59,94234,1,1.5,3,0,0,0,0,0,1
4583,25,-1,69,92691,3,0.3,3,0,0,0,0,1,0
4584,52,26,83,92521,1,3.1,1,0,1,0,0,1,0
4585,26,0,49,90089,3,2.4,2,0,0,0,0,0,0
4586,35,11,180,94010,1,3.6,3,571,1,0,1,1,1
4587,58,32,61,91910,3,2.2,3,0,0,0,0,1,1
4588,37,11,59,94720,4,0.2,3,0,0,0,0,0,0
4589,35,10,85,95351,4,2.1,3,0,0,0,0,0,1
4590,31,7,13,93727,1,0.5,3,0,0,0,0,1,0
4591,58,34,151,94022,3,0.6,2,0,1,0,0,0,0
4592,43,16,44,94577,3,1,2,0,0,0,0,1,0
4593,43,18,53,92115,3,0.8,3,154,0,0,0,0,0
4594,54,30,133,95747,1,5,2,0,1,0,0,0,1
4595,53,27,31,91320,3,0.9,3,78,0,0,0,1,0
4596,32,7,101,90232,4,2.2,2,0,0,0,0,1,0
4597,37,13,61,95131,3,2.8,1,0,0,0,0,0,0
4598,34,10,68,90095,3,2.6,2,0,0,0,0,0,0
4599,51,26,21,94143,4,0.8,1,0,0,0,0,1,0
4600,49,25,149,90024,2,0.4,1,0,0,0,0,1,0
4601,54,24,75,93555,1,1.4,3,0,0,0,0,0,0
4602,37,12,55,95630,1,2.5,3,0,0,0,0,1,0
4603,57,32,81,94305,2,3.7,1,226,0,0,0,1,1
4604,37,12,179,91768,1,8.6,1,0,0,0,0,1,0
4605,32,7,81,90601,2,3.4,2,0,1,0,0,0,1
4606,48,22,42,94611,1,1.2,2,0,0,0,0,0,0
4607,44,20,199,94607,2,6.67,1,0,0,0,0,1,0
4608,50,23,18,93117,1,0.5,2,0,0,0,0,1,1
4609,44,19,28,91604,1,0.3,3,0,0,0,0,1,0
4610,54,28,80,95006,4,2.6,3,143,0,0,0,0,0
4611,37,13,79,91330,1,3.6,2,104,0,0,0,1,0
4612,34,7,52,93940,2,1,2,0,0,0,0,1,0
4613,32,6,18,92007,2,0.3,2,0,0,0,0,1,0
4614,63,38,52,91361,4,1.7,1,218,0,0,0,1,1
4615,56,30,15,92093,4,0.7,3,102,0,0,0,0,0
4616,37,12,84,93943,4,0.7,3,0,0,0,0,1,0
4617,66,41,114,92521,1,0.8,3,0,0,0,0,1,1
4618,38,13,41,95521,3,0.5,3,0,0,0,0,0,1
4619,35,9,29,95354,3,0.9,1,126,0,0,0,1,0
4620,61,36,23,95521,1,0.1,1,96,0,0,0,0,0
4621,52,26,84,94132,1,2.4,1,0,0,0,0,1,0
4622,57,32,60,93407,3,1.7,1,0,0,1,1,1,1
4623,47,20,13,94545,3,0.67,2,0,0,0,0,1,0
4624,50,25,45,90813,2,0.6,3,0,0,0,0,0,0
4625,36,11,83,90638,1,2.8,1,0,0,0,0,0,0
4626,45,21,102,92037,4,4.7,2,81,1,0,0,0,0
4627,58,34,58,90034,4,2.3,3,169,0,0,0,1,0
4628,27,1,134,93106,1,1.7,2,307,1,0,0,1,0
4629,27,1,130,94801,3,2.9,2,0,1,0,0,0,0
4630,48,24,148,91311,2,3.3,1,0,0,0,1,1,1
4631,46,21,92,92886,1,0.2,2,0,0,0,0,0,0
4632,32,8,142,90095,4,6.2,2,120,1,0,1,1,1
4633,54,29,62,94720,4,0.7,1,0,0,0,0,0,1
4634,31,5,50,93106,1,1.5,1,0,0,0,0,1,0
4635,42,17,29,94928,1,0.6,3,0,0,0,0,1,0
4636,30,5,85,91910,2,2.5,1,293,0,1,1,1,1
4637,41,16,78,95616,4,0.4,1,0,0,0,0,1,0
4638,44,19,85,92054,4,1.9,3,0,0,0,0,1,1
4639,37,13,89,91711,2,1.7,2,0,0,0,0,1,0
4640,51,25,33,92866,3,0.9,3,0,0,0,0,1,1
4641,30,6,42,90034,1,2.1,3,0,0,0,0,1,0
4642,36,11,31,94022,4,1.7,1,124,0,0,0,1,1
4643,65,40,143,95616,4,6.6,2,0,1,0,0,1,0
4644,33,7,35,95616,4,0.8,1,0,0,0,0,1,0
4645,58,34,22,94608,1,0.1,2,0,0,0,0,1,0
4646,34,10,45,92038,1,1.7,1,84,0,0,0,0,0
4647,38,13,119,94545,2,3.3,1,0,0,0,0,0,0
4648,59,35,43,95616,4,1.3,1,0,0,0,0,1,0
4649,37,11,75,94704,3,0.9,2,0,0,0,0,1,0
4650,59,35,121,91423,1,4.3,1,0,0,0,0,1,0
4651,47,23,63,95521,1,0.8,3,0,0,0,0,1,0
4652,48,24,58,94005,2,1.7,1,0,0,0,0,0,0
4653,38,12,184,91311,3,8,1,0,1,0,0,1,0
4654,34,10,155,92780,2,6.5,1,0,0,0,0,1,1
4655,44,17,69,90095,3,2.67,2,0,0,0,0,0,0
4656,33,7,188,95054,2,7,2,581,1,0,0,0,0
4657,47,21,38,91101,3,0.6,2,0,0,1,0,0,0
4658,41,16,9,90089,2,0.3,2,0,0,0,0,0,1
4659,36,11,69,95929,4,2.1,3,0,0,0,0,1,1
4660,28,4,199,92121,1,6.33,1,0,0,0,0,0,0
4661,59,35,38,92122,1,0.8,1,0,0,0,0,1,0
4662,43,19,129,95039,1,5,1,0,0,1,0,1,0
4663,56,31,59,94303,2,1.9,2,0,0,0,0,1,0
4664,28,3,115,92407,1,1.9,1,200,0,0,0,1,0
4665,62,37,83,93657,4,0.1,2,0,0,0,0,0,0
4666,40,16,65,90095,2,3.2,1,0,0,0,0,1,0
4667,34,9,72,94555,3,2.3,1,124,0,0,0,0,0
4668,52,28,72,94720,1,1.6,3,0,0,0,0,1,0
4669,40,14,63,94025,3,0.5,3,221,0,0,0,1,0
4670,27,1,64,94501,4,1.8,2,0,0,0,0,1,1
4671,52,26,194,94305,1,1.7,1,0,0,0,0,1,0
4672,39,14,104,95035,1,4,3,0,0,0,1,1,1
4673,52,26,180,95831,1,1.7,1,550,0,0,0,1,0
4674,50,23,18,95503,2,1,2,88,0,0,0,1,1
4675,40,14,93,93933,1,2.8,3,328,0,1,1,1,1
4676,35,11,32,91360,1,1.33,1,137,0,0,0,1,1
4677,39,13,68,91950,3,2.1,1,0,0,1,0,1,0
4678,25,0,38,93407,2,1.6,3,0,0,0,0,0,0
4679,33,7,115,93305,1,2.7,2,283,0,0,0,1,0
4680,26,0,161,94551,2,7.2,1,0,0,0,0,0,0
4681,46,21,154,90245,2,2.8,1,94,0,0,0,0,0
4682,27,3,68,95503,4,0,1,0,0,0,0,0,1
4683,55,25,44,92093,3,1,3,0,0,0,0,1,0
4684,52,28,149,92121,2,0.4,1,0,0,0,0,0,0
4685,59,34,103,91360,1,2.6,1,0,0,0,0,1,0
4686,63,39,41,91355,4,1.3,2,0,0,0,0,1,0
4687,61,35,113,91741,2,2.8,1,0,0,0,0,0,0
4688,58,34,48,93460,4,1.3,2,0,0,0,0,1,1
4689,29,3,69,92093,4,1.8,2,0,0,0,0,1,1
4690,51,27,43,95053,4,1.1,2,164,0,0,0,1,1
4691,59,34,19,92192,1,0.3,3,0,0,0,0,1,0
4692,41,17,65,90024,3,2.1,3,0,0,0,0,1,0
4693,59,35,32,92064,3,0.4,2,0,0,0,0,0,1
4694,52,28,20,95616,1,0.3,1,0,0,0,0,0,0
4695,39,13,25,94132,2,0.8,3,0,0,0,0,0,0
4696,45,19,70,95605,1,2.8,1,0,0,0,0,0,1
4697,59,35,70,92103,4,2.3,3,0,0,0,0,0,0
4698,49,22,103,91330,3,2,2,167,0,0,0,0,0
4699,48,22,162,94143,3,1.4,1,400,1,0,0,0,0
4700,61,36,61,91320,2,2.8,1,153,0,0,0,0,1
4701,31,7,170,95006,1,6,1,0,0,0,0,1,0
4702,42,16,49,90034,1,2.8,1,0,0,0,0,0,0
4703,35,5,108,90630,2,2.75,3,0,1,1,0,0,0
4704,57,27,62,94025,3,2,3,0,0,0,0,1,0
4705,54,28,102,91360,3,1.7,2,0,0,0,0,1,0
4706,61,37,141,92677,3,0.7,1,0,1,0,1,1,1
4707,60,36,8,92626,2,1,1,0,0,0,0,0,0
4708,59,35,91,95008,2,1.6,1,0,0,1,0,0,1
4709,62,37,10,92606,3,0.5,1,0,0,0,0,1,0
4710,26,1,35,90089,2,1.7,2,119,0,0,0,0,1
4711,41,17,71,92182,3,0.3,3,0,0,0,0,0,1
4712,65,40,59,94022,3,2.4,1,0,0,0,0,0,0
4713,25,0,14,94309,2,0.9,3,0,0,0,0,0,1
4714,25,1,122,93022,2,0.2,1,0,0,0,0,1,0
4715,27,3,81,90291,3,1.5,1,307,0,1,1,1,1
4716,65,39,35,92009,1,0.5,3,150,0,0,0,1,0
4717,60,34,83,95616,2,1.4,1,75,0,1,0,1,0
4718,29,5,121,95449,1,1.5,1,0,0,0,0,1,0
4719,32,6,35,91107,3,1,1,0,0,1,0,1,0
4720,32,8,140,94102,4,6.6,3,0,1,0,1,0,1
4721,41,15,88,90740,1,2.8,3,0,0,1,0,0,0
4722,52,26,70,94117,2,1.1,1,0,0,1,0,1,0
4723,40,16,63,92807,1,1.5,3,0,0,0,0,0,0
4724,39,15,125,90250,1,3.5,1,0,0,0,0,1,1
4725,34,8,21,94107,4,1,1,0,0,0,0,0,0
4726,34,8,75,95814,2,1.8,1,0,0,0,0,0,0
4727,34,10,38,95039,1,1.33,1,0,0,1,0,1,0
4728,41,17,58,92009,4,2.67,1,0,0,0,0,1,1
4729,59,35,31,90630,3,0.4,2,0,0,0,0,1,0
4730,40,14,18,90049,4,1.5,3,0,0,0,0,0,0
4731,52,27,29,94720,1,1.5,2,159,0,0,0,0,1
4732,37,11,29,91711,2,1.4,3,0,0,0,0,1,1
4733,39,13,69,92096,3,0.1,1,247,0,0,0,0,0
4734,49,23,121,90032,1,4.9,1,0,0,0,0,1,0
4735,63,39,64,95814,1,1.8,3,147,0,0,0,1,1
4736,34,9,84,94707,4,2.2,2,323,0,0,0,1,0
4737,51,25,65,94143,3,0.7,2,0,0,0,0,0,0
4738,61,36,85,94998,3,1.8,2,0,0,0,0,0,0
4739,56,32,44,94575,3,1.5,1,153,0,0,0,1,0
4740,62,38,174,94305,1,4.7,1,0,0,0,0,1,1
4741,56,30,178,93940,1,2.9,1,0,0,0,0,1,0
4742,58,32,55,93106,4,2.5,1,0,0,0,0,1,0
4743,58,33,25,92121,4,0.9,2,90,0,0,0,1,1
4744,50,26,21,94305,1,0.2,1,0,0,0,0,1,0
4745,44,20,72,95616,3,0.3,3,0,0,0,0,1,0
4746,49,23,129,94085,1,0.3,1,0,0,0,0,1,1
4747,31,7,18,95616,1,0.4,3,0,0,0,0,1,0
4748,49,25,91,94704,4,1.4,2,0,0,0,0,1,0
4749,43,18,38,94309,1,0.5,3,144,0,0,0,1,0
4750,31,5,21,94115,3,1,1,0,0,0,0,1,0
4751,66,41,38,95134,1,1.1,3,0,0,0,0,0,1
4752,41,17,154,92697,1,1.7,1,0,0,0,0,0,1
4753,39,14,178,92123,1,4.1,1,207,0,0,0,1,0
4754,46,21,85,92867,1,0.2,2,0,0,1,1,1,1
4755,57,33,93,94025,2,1.6,1,161,0,0,0,0,0
4756,59,35,151,93106,2,6,1,0,0,0,0,1,0
4757,30,4,78,92677,4,2.2,2,236,0,1,0,0,0
4758,26,2,135,94588,1,1.5,1,0,0,0,0,0,0
4759,46,21,40,90045,1,0.3,1,116,0,0,0,0,0
4760,66,41,80,92093,4,0.1,2,0,0,0,0,1,0
4761,50,25,18,95819,2,0,1,0,0,0,0,0,1
4762,61,35,74,91320,2,0.7,2,0,0,0,0,1,1
4763,37,7,94,91016,4,1.8,3,232,0,0,0,1,0
4764,51,25,173,95051,1,0.5,2,0,1,0,0,1,0
4765,56,32,88,95051,4,1,2,0,0,0,0,1,1
4766,58,34,82,94025,1,4.3,1,263,0,0,0,0,0
4767,41,15,54,91775,3,2.1,1,0,0,0,0,1,0
4768,35,9,45,90639,3,0.9,1,101,0,1,0,0,0
4769,38,14,39,93118,1,2,2,0,0,0,0,1,0
4770,26,2,20,95064,4,1,1,116,0,0,0,0,0
4771,35,5,93,90095,4,1.8,3,0,0,0,0,0,1
4772,36,11,85,90502,3,1.2,3,0,0,0,0,1,0
4773,26,2,95,92130,3,0.8,1,0,0,0,0,1,0
4774,53,28,48,92029,2,1.9,2,0,0,0,0,1,0
4775,56,32,22,91768,1,1.2,3,0,0,0,0,1,1
4776,44,14,33,94063,1,0.75,3,171,0,0,0,0,0
4777,47,23,40,95123,2,2.1,3,156,0,0,0,1,0
4778,32,8,30,94534,4,0.4,2,78,0,0,0,1,0
4779,52,27,22,90755,4,0.8,1,0,0,0,0,1,1
4780,39,14,20,90747,1,0.6,3,0,0,0,0,1,0
4781,47,20,49,92104,3,2.5,2,0,0,0,0,1,0
4782,35,9,25,94526,3,0.1,2,0,0,1,0,1,0
4783,26,0,150,91311,2,7.2,1,0,0,0,0,0,1
4784,43,19,32,94720,4,0.3,1,0,0,0,0,0,0
4785,52,28,9,90405,2,0.2,1,0,0,0,0,0,0
4786,30,5,23,94304,2,0.9,3,0,0,1,0,1,0
4787,36,12,18,95521,4,1,1,0,0,0,0,1,1
4788,48,22,42,95054,3,0.6,2,121,0,0,0,1,0
4789,36,10,39,92009,1,2,1,153,0,0,0,0,0
4790,58,34,84,95120,4,1.6,2,0,0,0,0,1,0
4791,35,11,101,94143,3,3.8,3,150,1,0,0,1,0
4792,59,35,43,91791,4,0.4,1,0,0,0,0,0,1
4793,36,10,28,90840,4,1,1,130,0,0,0,1,0
4794,45,21,59,94703,2,2.5,1,155,0,0,0,1,0
4795,56,30,29,94110,4,1.5,3,146,0,0,0,0,0
4796,46,21,39,91710,2,1.3,1,101,0,0,0,1,0
4797,26,0,42,95032,4,1.3,3,0,0,1,0,0,0
4798,37,11,24,94115,4,1,1,0,0,0,0,0,0
4799,44,20,62,91604,3,0.3,3,0,0,0,0,0,1
4800,44,20,33,94306,4,0.3,1,142,0,0,0,0,1
4801,33,7,73,94028,1,2.5,1,135,0,0,0,0,0
4802,34,10,88,94404,2,0,1,121,0,0,0,1,0
4803,35,11,58,91330,3,2.8,1,0,0,0,0,1,0
4804,48,24,48,92064,2,2.1,3,0,0,0,0,1,0
4805,58,32,40,94124,1,2.8,2,0,0,0,0,0,0
4806,30,6,160,90630,1,4.3,1,249,0,0,0,1,0
4807,62,37,39,93117,3,1.5,1,0,0,0,0,1,0
4808,40,14,53,90064,1,2,1,0,0,0,0,1,1
4809,42,16,32,90033,3,0.5,2,0,0,0,0,0,1
4810,43,19,32,94501,3,0.6,2,0,0,0,0,0,0
4811,58,34,11,92037,2,0.3,1,96,0,0,0,1,0
4812,36,12,123,90502,2,3,3,0,1,0,0,0,0
